TableName,ColumnName,ColumnType,DataType
CloudAuditEvents,Timestamp,datetime,System.DateTime
CloudAuditEvents,AuditSource,string,System.String
CloudAuditEvents,DataSource,string,System.String
CloudAuditEvents,ActionType,string,System.String
CloudAuditEvents,OperationName,string,System.String
CloudAuditEvents,AzureResourceId,string,System.String
CloudAuditEvents,AwsResourceName,string,System.String
CloudAuditEvents,GcpFullResourceName,string,System.String
CloudAuditEvents,Account,string,System.String
CloudAuditEvents,IPAddress,string,System.String
CloudAuditEvents,IsAnonymousProxy,bool,System.SByte
CloudAuditEvents,CountryCode,string,System.String
CloudAuditEvents,City,string,System.String
CloudAuditEvents,ISP,string,System.String
CloudAuditEvents,UserAgent,string,System.String
CloudAuditEvents,RawEventData,dynamic,System.Object
CloudAuditEvents,AdditionalFields,dynamic,System.Object
CloudAuditEvents,ReportId,string,System.String
