TableName,ColumnName,ColumnType,DataType
DeviceTvmSoftwareVulnerabilities,DeviceId,string,System.String
DeviceTvmSoftwareVulnerabilities,DeviceName,string,System.String
DeviceTvmSoftwareVulnerabilities,OSPlatform,string,System.String
DeviceTvmSoftwareVulnerabilities,OSVersion,string,System.String
DeviceTvmSoftwareVulnerabilities,OSArchitecture,string,System.String
DeviceTvmSoftwareVulnerabilities,SoftwareVendor,string,System.String
DeviceTvmSoftwareVulnerabilities,SoftwareName,string,System.String
DeviceTvmSoftwareVulnerabilities,SoftwareVersion,string,System.String
DeviceTvmSoftwareVulnerabilities,CveId,string,System.String
DeviceTvmSoftwareVulnerabilities,VulnerabilitySeverityLevel,string,System.String
DeviceTvmSoftwareVulnerabilities,RecommendedSecurityUpdate,string,System.String
DeviceTvmSoftwareVulnerabilities,RecommendedSecurityUpdateId,string,System.String
DeviceTvmSoftwareVulnerabilities,CveTags,dynamic,System.Object
DeviceTvmSoftwareVulnerabilities,CveMitigationStatus,string,System.String
DeviceTvmSoftwareVulnerabilities,AadDeviceId,string,System.String
