TableName,ColumnName,ColumnType,DataType
DeviceTvmSecureConfigurationAssessmentKB,ConfigurationId,string,System.String
DeviceTvmSecureConfigurationAssessmentKB,ConfigurationImpact,real,System.Double
DeviceTvmSecureConfigurationAssessmentKB,ConfigurationName,string,System.String
DeviceTvmSecureConfigurationAssessmentKB,ConfigurationDescription,string,System.String
DeviceTvmSecureConfigurationAssessmentKB,RiskDescription,string,System.String
DeviceTvmSecureConfigurationAssessmentKB,ConfigurationCategory,string,System.String
DeviceTvmSecureConfigurationAssessmentKB,ConfigurationSubcategory,string,System.String
DeviceTvmSecureConfigurationAssessmentKB,ConfigurationBenchmarks,dynamic,System.Object
DeviceTvmSecureConfigurationAssessmentKB,Tags,dynamic,System.Object
DeviceTvmSecureConfigurationAssessmentKB,RemediationOptions,string,System.String
